year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city,co2_per_capita_scaled
2006,Sri Lanka,7970.66491021045,0.648203301318945,LKA,Lower middle income,South Asia,Colombo,648203.301318945
2005,Sri Lanka,7452.74234124518,0.713678573032634,LKA,Lower middle income,South Asia,Colombo,713678.5730326341
2004,Sri Lanka,7059.91098068568,0.660944896118776,LKA,Lower middle income,South Asia,Colombo,660944.896118776
2003,Sri Lanka,6741.01248849424,0.644427058969589,LKA,Lower middle income,South Asia,Colombo,644427.058969589
2002,Sri Lanka,6409.86278893446,0.600679035060118,LKA,Lower middle income,South Asia,Colombo,600679.035060118
2001,Sri Lanka,6230.03051864853,0.580208671656166,LKA,Lower middle income,South Asia,Colombo,580208.671656166
2000,Sri Lanka,6428.61341890463,0.594244954686801,LKA,Lower middle income,South Asia,Colombo,594244.9546868011
1999,Sri Lanka,6176.23548455949,0.529228944976838,LKA,Lower middle income,South Asia,Colombo,529228.9449768381
1998,Sri Lanka,6032.62212630498,0.487900545079499,LKA,Lower middle income,South Asia,Colombo,487900.54507949896
1997,Sri Lanka,5871.72297557268,0.481472145197883,LKA,Lower middle income,South Asia,Colombo,481472.145197883
1996,Sri Lanka,5624.02393650599,0.491973814268157,LKA,Lower middle income,South Asia,Colombo,491973.814268157
1995,Sri Lanka,5523.31225393965,0.355356173752003,LKA,Lower middle income,South Asia,Colombo,355356.173752003
1994,Sri Lanka,5322.72963127148,0.360111237858937,LKA,Lower middle income,South Asia,Colombo,360111.237858937
1993,Sri Lanka,5114.43630396951,0.316828731349464,LKA,Lower middle income,South Asia,Colombo,316828.731349464
1992,Sri Lanka,4866.23941153137,0.329171785364296,LKA,Lower middle income,South Asia,Colombo,329171.785364296
2023,St. Kitts and Nevis,30409.4041094129,2.54074169126139,KNA,High income,Latin America & Caribbean ,Basseterre,2540741.69126139
2022,St. Kitts and Nevis,29761.2753518753,2.41281123552206,KNA,High income,Latin America & Caribbean ,Basseterre,2412811.23552206
2021,St. Kitts and Nevis,26896.617706598,2.39933280585078,KNA,High income,Latin America & Caribbean ,Basseterre,2399332.80585078
2020,St. Kitts and Nevis,26707.1069326356,2.16343076594837,KNA,High income,Latin America & Caribbean ,Basseterre,2163430.76594837
2019,St. Kitts and Nevis,31496.5931147241,2.66016357130687,KNA,High income,Latin America & Caribbean ,Basseterre,2660163.5713068703
2018,St. Kitts and Nevis,30592.9047143548,2.31237236215112,KNA,High income,Latin America & Caribbean ,Basseterre,2312372.36215112
2017,St. Kitts and Nevis,29965.2343163396,2.20828905419766,KNA,High income,Latin America & Caribbean ,Basseterre,2208289.0541976597
2016,St. Kitts and Nevis,29883.2962582913,2.36643653744025,KNA,High income,Latin America & Caribbean ,Basseterre,2366436.5374402497
2015,St. Kitts and Nevis,28745.2165294236,2.16195552912694,KNA,High income,Latin America & Caribbean ,Basseterre,2161955.52912694
2014,St. Kitts and Nevis,28545.8487626208,2.06417634691754,KNA,High income,Latin America & Caribbean ,Basseterre,2064176.3469175398
2013,St. Kitts and Nevis,26546.5546957215,1.93120737640485,KNA,High income,Latin America & Caribbean ,Basseterre,1931207.37640485
2012,St. Kitts and Nevis,25127.7378374428,1.69455488699424,KNA,High income,Latin America & Caribbean ,Basseterre,1694554.8869942399
2011,St. Kitts and Nevis,25393.8341857695,1.65721110779337,KNA,High income,Latin America & Caribbean ,Basseterre,1657211.10779337
2010,St. Kitts and Nevis,25011.1843719461,2.10476881697477,KNA,High income,Latin America & Caribbean ,Basseterre,2104768.81697477
2009,St. Kitts and Nevis,24987.4087047796,1.92684798363032,KNA,High income,Latin America & Caribbean ,Basseterre,1926847.98363032
2008,St. Kitts and Nevis,25912.8904086675,1.71452973203801,KNA,High income,Latin America & Caribbean ,Basseterre,1714529.73203801
2007,St. Kitts and Nevis,23342.7529981522,1.63576414165204,KNA,High income,Latin America & Caribbean ,Basseterre,1635764.1416520402
2006,St. Kitts and Nevis,23271.6542739751,1.4838197083897,KNA,High income,Latin America & Caribbean ,Basseterre,1483819.7083897
2005,St. Kitts and Nevis,22625.0306560256,1.30714731787152,KNA,High income,Latin America & Caribbean ,Basseterre,1307147.31787152
2004,St. Kitts and Nevis,20672.6008810629,1.40775126848753,KNA,High income,Latin America & Caribbean ,Basseterre,1407751.26848753
2003,St. Kitts and Nevis,19938.0369212533,1.29721067221067,KNA,High income,Latin America & Caribbean ,Basseterre,1297210.67221067
2002,St. Kitts and Nevis,20824.7428521097,1.24945675793133,KNA,High income,Latin America & Caribbean ,Basseterre,1249456.75793133
2001,St. Kitts and Nevis,20660.0371506976,1.10355979982955,KNA,High income,Latin America & Caribbean ,Basseterre,1103559.79982955
2000,St. Kitts and Nevis,19851.3879791074,1.09397100424328,KNA,High income,Latin America & Caribbean ,Basseterre,1093971.00424328
1999,St. Kitts and Nevis,18301.3869489425,0.928230308737472,KNA,High income,Latin America & Caribbean ,Basseterre,928230.308737472
1998,St. Kitts and Nevis,17973.4847445221,0.929587708532206,KNA,High income,Latin America & Caribbean ,Basseterre,929587.708532206
1997,St. Kitts and Nevis,18298.4568019478,0.918762088974855,KNA,High income,Latin America & Caribbean ,Basseterre,918762.088974855
1996,St. Kitts and Nevis,17349.6693381668,0.907246309210066,KNA,High income,Latin America & Caribbean ,Basseterre,907246.309210066
1995,St. Kitts and Nevis,16605.3062403944,0.793838302698105,KNA,High income,Latin America & Caribbean ,Basseterre,793838.302698105
1994,St. Kitts and Nevis,15964.5292493395,0.955093833780161,KNA,High income,Latin America & Caribbean ,Basseterre,955093.833780161
1993,St. Kitts and Nevis,15357.049791443,0.81470345764027,KNA,High income,Latin America & Caribbean ,Basseterre,814703.45764027
1992,St. Kitts and Nevis,14565.1141073058,0.682795038683532,KNA,High income,Latin America & Caribbean ,Basseterre,682795.0386835319
2023,St. Lucia,23403.4617661837,1.65434922051482,LCA,Upper middle income,Latin America & Caribbean ,Castries,1654349.22051482
2022,St. Lucia,22961.9622175008,1.5728740749856,LCA,Upper middle income,Latin America & Caribbean ,Castries,1572874.0749856
2021,St. Lucia,19101.1652956676,1.56843414257066,LCA,Upper middle income,Latin America & Caribbean ,Castries,1568434.14257066
2020,St. Lucia,17141.9380711598,1.42047685834502,LCA,Upper middle income,Latin America & Caribbean ,Castries,1420476.85834502
2019,St. Lucia,22738.0109584032,1.75615357337851,LCA,Upper middle income,Latin America & Caribbean ,Castries,1756153.57337851
2018,St. Lucia,22981.8034416012,1.05696063089986,LCA,Upper middle income,Latin America & Caribbean ,Castries,1056960.63089986
2017,St. Lucia,22422.6120380814,1.11147656258861,LCA,Upper middle income,Latin America & Caribbean ,Castries,1111476.56258861
2016,St. Lucia,21775.1621571127,1.11645013265318,LCA,Upper middle income,Latin America & Caribbean ,Castries,1116450.13265318
2015,St. Lucia,21142.6248181466,1.04113661702067,LCA,Upper middle income,Latin America & Caribbean ,Castries,1041136.61702067
2014,St. Lucia,21214.3373868088,1.01930652700732,LCA,Upper middle income,Latin America & Caribbean ,Castries,1019306.5270073201
2013,St. Lucia,20989.2166354026,0.960379306565765,LCA,Upper middle income,Latin America & Caribbean ,Castries,960379.306565765
2012,St. Lucia,21515.7151180474,0.843632486803757,LCA,Upper middle income,Latin America & Caribbean ,Castries,843632.486803757
2011,St. Lucia,21637.6831310471,0.820134923545265,LCA,Upper middle income,Latin America & Caribbean ,Castries,820134.923545265
2010,St. Lucia,20848.8763273622,1.06491287608393,LCA,Upper middle income,Latin America & Caribbean ,Castries,1064912.87608393
2009,St. Lucia,20907.1550613609,0.947789178720073,LCA,Upper middle income,Latin America & Caribbean ,Castries,947789.178720073
2008,St. Lucia,21651.0480999159,0.885029145538126,LCA,Upper middle income,Latin America & Caribbean ,Castries,885029.145538126
2007,St. Lucia,20759.1263600506,0.823805720144494,LCA,Upper middle income,Latin America & Caribbean ,Castries,823805.7201444941
2006,St. Lucia,20550.8837088088,0.766927309933449,LCA,Upper middle income,Latin America & Caribbean ,Castries,766927.309933449
2005,St. Lucia,19491.0510737035,0.695678452704745,LCA,Upper middle income,Latin America & Caribbean ,Castries,695678.452704745
2004,St. Lucia,19715.6606960249,0.667320185826752,LCA,Upper middle income,Latin America & Caribbean ,Castries,667320.185826752
2003,St. Lucia,18522.3541180618,0.69458079717259,LCA,Upper middle income,Latin America & Caribbean ,Castries,694580.79717259
2002,St. Lucia,17911.4761703514,0.601332582698696,LCA,Upper middle income,Latin America & Caribbean ,Castries,601332.5826986961
2001,St. Lucia,17993.4829567934,0.64529415802842,LCA,Upper middle income,Latin America & Caribbean ,Castries,645294.1580284201
2000,St. Lucia,18818.7242123634,0.608387552327634,LCA,Upper middle income,Latin America & Caribbean ,Castries,608387.552327634
1999,St. Lucia,19039.2997431691,0.558384704726168,LCA,Upper middle income,Latin America & Caribbean ,Castries,558384.704726168
1998,St. Lucia,18786.8364896864,0.557936861976894,LCA,Upper middle income,Latin America & Caribbean ,Castries,557936.861976894
1997,St. Lucia,17919.8804354578,0.552536884950416,LCA,Upper middle income,Latin America & Caribbean ,Castries,552536.8849504159
1996,St. Lucia,18300.995327951,0.545747028636763,LCA,Upper middle income,Latin America & Caribbean ,Castries,545747.0286367631
1995,St. Lucia,18048.625882682,0.558674295584584,LCA,Upper middle income,Latin America & Caribbean ,Castries,558674.295584584
1994,St. Lucia,18020.3582191514,0.577147165672767,LCA,Upper middle income,Latin America & Caribbean ,Castries,577147.165672767
1993,St. Lucia,18003.8776087266,0.485646299208216,LCA,Upper middle income,Latin America & Caribbean ,Castries,485646.299208216
1992,St. Lucia,18166.0520215626,0.505589018267581,LCA,Upper middle income,Latin America & Caribbean ,Castries,505589.01826758095
2023,St. Vincent and the Grenadines,18335.2120818044,0.950425865795525,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,950425.865795525
2022,St. Vincent and the Grenadines,17172.2076165046,0.894694549516885,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,894694.549516885
2021,St. Vincent and the Grenadines,15900.9765805992,0.884861096255384,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,884861.096255384
2020,St. Vincent and the Grenadines,15677.5874667057,0.794003438749686,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,794003.438749686
2019,St. Vincent and the Grenadines,16186.3452529407,0.973436885001968,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,973436.885001968
2018,St. Vincent and the Grenadines,15963.6229080985,0.969254522234718,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,969254.522234718
2017,St. Vincent and the Grenadines,15364.3640486621,1.03158153752969,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,1031581.53752969
2016,St. Vincent and the Grenadines,15047.2476945614,0.949703335245277,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,949703.3352452769
2015,St. Vincent and the Grenadines,14365.6994724881,0.887247569184742,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,887247.569184742
2014,St. Vincent and the Grenadines,13901.9704473343,0.855535407076766,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,855535.407076766
2013,St. Vincent and the Grenadines,13654.1224367663,0.759236140010173,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,759236.1400101731
2012,St. Vincent and the Grenadines,13252.3178474081,0.801942319011183,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,801942.319011183
2011,St. Vincent and the Grenadines,13025.7410991377,0.626434626745558,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,626434.6267455581
2010,St. Vincent and the Grenadines,13032.4934755075,0.88032812230013,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,880328.12230013
2009,St. Vincent and the Grenadines,13574.5964720605,1.12118579650342,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,1121185.79650342
2008,St. Vincent and the Grenadines,13699.8299860713,0.732247721295529,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,732247.7212955289
2007,St. Vincent and the Grenadines,13583.0816522314,0.698460517703598,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,698460.517703598
2006,St. Vincent and the Grenadines,13089.5502880899,0.649918760154981,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,649918.7601549809
2005,St. Vincent and the Grenadines,12186.1430110348,0.58603823921743,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,586038.23921743
2004,St. Vincent and the Grenadines,11849.6771273966,0.568086143483848,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,568086.143483848
2003,St. Vincent and the Grenadines,11350.5861772038,0.528544029131791,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,528544.029131791
2002,St. Vincent and the Grenadines,10619.3789117249,0.488764590152364,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,488764.590152364
2001,St. Vincent and the Grenadines,10067.1693846445,0.425546911480956,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,425546.911480956
2000,St. Vincent and the Grenadines,9890.36186597874,0.366374565150381,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,366374.565150381
1999,St. Vincent and the Grenadines,9746.23442696307,0.592770319143306,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,592770.319143306
1998,St. Vincent and the Grenadines,9504.64595017693,0.585792542852094,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,585792.542852094
1997,St. Vincent and the Grenadines,9134.31109693631,0.525008617565692,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,525008.6175656919
1996,St. Vincent and the Grenadines,8826.69848847143,0.434940195723088,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,434940.195723088
1995,St. Vincent and the Grenadines,8720.01413260318,0.488292480118889,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,488292.48011888895
1994,St. Vincent and the Grenadines,8100.81416487075,0.447227191413238,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,447227.191413238
1993,St. Vincent and the Grenadines,8216.47467848259,0.243047855590544,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,243047.855590544
1992,St. Vincent and the Grenadines,7897.28693667102,0.300420410811579,VCT,Upper middle income,Latin America & Caribbean ,Kingstown,300420.410811579
2023,Sudan,2469.19458007813,0.425102189044572,SDN,Low income,Sub-Saharan Africa ,Khartoum,425102.189044572
2022,Sudan,3132.0771484375,0.433405221266295,SDN,Low income,Sub-Saharan Africa ,Khartoum,433405.221266295
2021,Sudan,3248.9755859375,0.47880950318352,SDN,Low income,Sub-Saharan Africa ,Khartoum,478809.50318352
2020,Sudan,3401.24975585938,0.456248148211711,SDN,Low income,Sub-Saharan Africa ,Khartoum,456248.148211711
2019,Sudan,3625.52319335938,0.515394963684055,SDN,Low income,Sub-Saharan Africa ,Khartoum,515394.963684055
2018,Sudan,3816.65991210938,0.539979158318373,SDN,Low income,Sub-Saharan Africa ,Khartoum,539979.1583183729
2017,Sudan,4061.01831054688,0.554132847201123,SDN,Low income,Sub-Saharan Africa ,Khartoum,554132.847201123
2016,Sudan,4174.56103515625,0.580280239221179,SDN,Low income,Sub-Saharan Africa ,Khartoum,580280.239221179
2015,Sudan,4159.1943359375,0.538705971860037,SDN,Low income,Sub-Saharan Africa ,Khartoum,538705.971860037
2014,Sudan,4207.50048828125,0.476932445598802,SDN,Low income,Sub-Saharan Africa ,Khartoum,476932.445598802
2013,Sudan,4130.48583984375,0.466412703866995,SDN,Low income,Sub-Saharan Africa ,Khartoum,466412.703866995
2012,Sudan,4145.931640625,0.474552867578192,SDN,Low income,Sub-Saharan Africa ,Khartoum,474552.867578192
2011,Sudan,4467.6259765625,0.449245653237507,SDN,Low income,Sub-Saharan Africa ,Khartoum,449245.653237507
2010,Sudan,4219.8369140625,0.477483748912413,SDN,Low income,Sub-Saharan Africa ,Khartoum,477483.748912413
2009,Sudan,4188.0546875,0.460682922353258,SDN,Low income,Sub-Saharan Africa ,Khartoum,460682.92235325795
2008,Sudan,4446.40966796875,0.457268889643641,SDN,Low income,Sub-Saharan Africa ,Khartoum,457268.889643641
2007,Sudan,4415.78515625,0.439486652096874,SDN,Low income,Sub-Saharan Africa ,Khartoum,439486.65209687396
2006,Sudan,4299.97412109375,0.415066874403277,SDN,Low income,Sub-Saharan Africa ,Khartoum,415066.874403277
2005,Sudan,4152.32275390625,0.34760558067693,SDN,Low income,Sub-Saharan Africa ,Khartoum,347605.58067692997
2004,Sudan,4041.05712890625,0.300105014828693,SDN,Low income,Sub-Saharan Africa ,Khartoum,300105.014828693
2003,Sudan,3946.92260742188,0.274722049261717,SDN,Low income,Sub-Saharan Africa ,Khartoum,274722.049261717
2002,Sudan,3814.31323242188,0.273621222025851,SDN,Low income,Sub-Saharan Africa ,Khartoum,273621.22202585096
2001,Sudan,3701.548828125,0.229612259733483,SDN,Low income,Sub-Saharan Africa ,Khartoum,229612.25973348302
2000,Sudan,3575.85205078125,0.215686630481029,SDN,Low income,Sub-Saharan Africa ,Khartoum,215686.63048102902
1999,Sudan,3459.22998046875,0.200618393694238,SDN,Low income,Sub-Saharan Africa ,Khartoum,200618.393694238
1998,Sudan,3441.17919921875,0.185997210249715,SDN,Low income,Sub-Saharan Africa ,Khartoum,185997.210249715
1997,Sudan,3380.18676757813,0.212338682504813,SDN,Low income,Sub-Saharan Africa ,Khartoum,212338.682504813
1996,Sudan,2924.29077148438,0.179549173557781,SDN,Low income,Sub-Saharan Africa ,Khartoum,179549.173557781
1995,Sudan,2824.63208007813,0.186303232759311,SDN,Low income,Sub-Saharan Africa ,Khartoum,186303.23275931098
1994,Sudan,2736.47192382813,0.204371594881173,SDN,Low income,Sub-Saharan Africa ,Khartoum,204371.59488117302
1993,Sudan,2777.27490234375,0.142611028972951,SDN,Low income,Sub-Saharan Africa ,Khartoum,142611.028972951
1992,Sudan,2709.7900390625,0.204109894054504,SDN,Low income,Sub-Saharan Africa ,Khartoum,204109.894054504
2023,Suriname,19043.7052869285,4.17977185054207,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4179771.8505420703
2022,Suriname,18742.5873760369,4.07468980878228,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4074689.8087822795
2021,Suriname,18458.234999681,4.22028949855639,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4220289.49855639
2020,Suriname,19091.3617184226,4.25253585969359,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4252535.85969359
2019,Suriname,22966.7405999124,4.39227559065517,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4392275.590655169
2018,Suriname,22938.5353715545,3.58674457434618,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,3586744.57434618
2017,Suriname,22070.5137570835,4.12606764547854,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4126067.64547854
2016,Suriname,21950.4122148625,5.03626498706098,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,5036264.98706098
2015,Suriname,23327.5252497447,4.68513325550568,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4685133.25550568
2014,Suriname,24414.3554759734,4.554610661258,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4554610.661258
2013,Suriname,24624.0219854601,4.02042107483041,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4020421.07483041
2012,Suriname,24193.8412373922,4.34421727840351,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,4344217.278403509
2011,Suriname,23829.5332856393,3.51538554188711,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,3515385.54188711
2010,Suriname,22772.4754543689,3.18080894961658,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,3180808.94961658
2009,Suriname,21906.4105447498,2.66995113766815,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2669951.13766815
2008,Suriname,21515.8119551093,2.71682379547506,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2716823.7954750597
2007,Suriname,20902.1391589279,2.66338490742275,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2663384.9074227503
2006,Suriname,20113.6707547695,2.91620714023128,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2916207.14023128
2005,Suriname,19220.2839696605,3.25121843666536,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,3251218.43666536
2004,Suriname,18585.5170864176,2.71149569098873,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2711495.69098873
2003,Suriname,17383.5015505612,2.43733388097485,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2437333.88097485
2002,Suriname,16678.0718706582,2.25112828289541,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2251128.28289541
2001,Suriname,16556.9440609927,3.12458895100296,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,3124588.95100296
2000,Suriname,16220.1790603262,3.10504927167713,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,3105049.27167713
1999,Suriname,16217.5173031438,2.73132640560615,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2731326.40560615
1998,Suriname,16789.7549005356,2.84736098783138,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2847360.9878313798
1997,Suriname,16754.3511427064,2.86028651964996,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2860286.5196499596
1996,Suriname,16184.4999295065,2.83708953353235,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2837089.53353235
1995,Suriname,16368.311360582,2.93548041694017,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2935480.41694017
1994,Suriname,16648.5345258933,2.92844036697248,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2928440.36697248
1993,Suriname,16217.1660347103,2.93333524103855,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2933335.24103855
1992,Suriname,17455.1256454322,2.9325485106169,SUR,Upper middle income,Latin America & Caribbean ,Paramaribo,2932548.5106169
2023,Sweden,62665.2172577283,3.35896707790497,SWE,High income,Europe & Central Asia,Stockholm,3358967.07790497
2022,Sweden,63158.3624047836,3.45273230773397,SWE,High income,Europe & Central Asia,Stockholm,3452732.30773397
2021,Sweden,62675.0634508595,3.82887131880561,SWE,High income,Europe & Central Asia,Stockholm,3828871.31880561
2020,Sweden,59518.6899026784,3.65038023103814,SWE,High income,Europe & Central Asia,Stockholm,3650380.23103814
2019,Sweden,61177.2012483349,3.80778580404668,SWE,High income,Europe & Central Asia,Stockholm,3807785.8040466798
2018,Sweden,60264.0023495139,3.87493570159802,SWE,High income,Europe & Central Asia,Stockholm,3874935.70159802
2017,Sweden,59829.6019389199,4.16393492825098,SWE,High income,Europe & Central Asia,Stockholm,4163934.92825098
2016,Sweden,59554.2704383421,4.29603293733753,SWE,High income,Europe & Central Asia,Stockholm,4296032.93733753
2015,Sweden,58922.7315724805,4.37774117156262,SWE,High income,Europe & Central Asia,Stockholm,4377741.17156262
2014,Sweden,57033.8459622049,4.41171768884635,SWE,High income,Europe & Central Asia,Stockholm,4411717.68884635
2013,Sweden,56309.823289586,4.57963169995685,SWE,High income,Europe & Central Asia,Stockholm,4579631.69995685
2012,Sweden,56150.1614121051,4.80354065298832,SWE,High income,Europe & Central Asia,Stockholm,4803540.65298832
2011,Sweden,56802.5068066254,5.1284800120391,SWE,High income,Europe & Central Asia,Stockholm,5128480.0120391
2010,Sweden,55477.8065473208,5.63879180126179,SWE,High income,Europe & Central Asia,Stockholm,5638791.80126179
2009,Sweden,52910.0718453277,5.04581645563835,SWE,High income,Europe & Central Asia,Stockholm,5045816.45563835
2008,Sweden,55734.5660553758,5.60866984242438,SWE,High income,Europe & Central Asia,Stockholm,5608669.84242438
2007,Sweden,56693.8061363488,5.7761662213279,SWE,High income,Europe & Central Asia,Stockholm,5776166.2213279
2006,Sweden,55331.3947277229,6.06751496750456,SWE,High income,Europe & Central Asia,Stockholm,6067514.96750456
2005,Sweden,53157.8418720836,6.03917882265073,SWE,High income,Europe & Central Asia,Stockholm,6039178.822650731
2004,Sweden,51920.6334066244,6.4561961258598,SWE,High income,Europe & Central Asia,Stockholm,6456196.1258598
2003,Sweden,50034.0504780612,6.65932965098347,SWE,High income,Europe & Central Asia,Stockholm,6659329.6509834705
2002,Sweden,49293.3893397368,6.65395848361415,SWE,High income,Europe & Central Asia,Stockholm,6653958.4836141495
2001,Sweden,48352.7533958574,6.52615344493455,SWE,High income,Europe & Central Asia,Stockholm,6526153.444934551
2000,Sweden,47831.8605600815,6.53533449600315,SWE,High income,Europe & Central Asia,Stockholm,6535334.49600315
1999,Sweden,45788.2227933722,6.96369128754823,SWE,High income,Europe & Central Asia,Stockholm,6963691.28754823
1998,Sweden,43976.4357092157,7.11817705034497,SWE,High income,Europe & Central Asia,Stockholm,7118177.05034497
1997,Sweden,42208.7856192189,6.98554904996144,SWE,High income,Europe & Central Asia,Stockholm,6985549.04996144
1996,Sweden,40977.0678926629,7.66359182526678,SWE,High income,Europe & Central Asia,Stockholm,7663591.825266779
1995,Sweden,40354.3638358779,7.09657107633801,SWE,High income,Europe & Central Asia,Stockholm,7096571.07633801
1994,Sweden,38971.0864300724,7.16807059082117,SWE,High income,Europe & Central Asia,Stockholm,7168070.59082117
1993,Sweden,37733.7840550764,6.9122071864841,SWE,High income,Europe & Central Asia,Stockholm,6912207.186484099
1992,Sweden,38754.1054255812,6.9434627120441,SWE,High income,Europe & Central Asia,Stockholm,6943462.7120441
2023,Switzerland,81683.8662644452,3.85028599498228,CHE,High income,Europe & Central Asia,Bern,3850285.9949822803
2022,Switzerland,82128.8356102151,3.92081063787899,CHE,High income,Europe & Central Asia,Bern,3920810.63787899
2021,Switzerland,80739.6229283127,4.31719241876601,CHE,High income,Europe & Central Asia,Bern,4317192.41876601
2020,Switzerland,77197.6465921712,4.1544461921146,CHE,High income,Europe & Central Asia,Bern,4154446.1921146
2019,Switzerland,79465.7241719733,4.47556231400024,CHE,High income,Europe & Central Asia,Bern,4475562.3140002405
2018,Switzerland,79130.929306574,4.52194177603426,CHE,High income,Europe & Central Asia,Bern,4521941.77603426
2017,Switzerland,77499.1652248744,4.70985016280479,CHE,High income,Europe & Central Asia,Bern,4709850.162804791
2016,Switzerland,77174.0109257641,4.87137865448642,CHE,High income,Europe & Central Asia,Bern,4871378.65448642
2015,Switzerland,76440.0854543127,4.85765230254627,CHE,High income,Europe & Central Asia,Bern,4857652.302546269
2014,Switzerland,76064.2294126118,4.9959034756527,CHE,High income,Europe & Central Asia,Bern,4995903.475652699
2013,Switzerland,75230.1574756221,5.51550150036851,CHE,High income,Europe & Central Asia,Bern,5515501.500368509
2012,Switzerland,74760.392567923,5.45326472474637,CHE,High income,Europe & Central Asia,Bern,5453264.724746371
2011,Switzerland,74677.8014553429,5.34586354225356,CHE,High income,Europe & Central Asia,Bern,5345863.542253559
2010,Switzerland,74168.0151169252,5.92147461395398,CHE,High income,Europe & Central Asia,Bern,5921474.61395398
2009,Switzerland,72590.167532158,5.76638358972452,CHE,High income,Europe & Central Asia,Bern,5766383.58972452
2008,Switzerland,75231.2032017952,6.01724053388775,CHE,High income,Europe & Central Asia,Bern,6017240.5338877505
2007,Switzerland,74112.1462610266,5.91271463546387,CHE,High income,Europe & Central Asia,Bern,5912714.63546387
2006,Switzerland,71959.2534681214,6.23051993777604,CHE,High income,Europe & Central Asia,Bern,6230519.93777604
2005,Switzerland,69577.9141096946,6.32796454001316,CHE,High income,Europe & Central Asia,Bern,6327964.540013161
2004,Switzerland,68151.1115651518,6.28305225231321,CHE,High income,Europe & Central Asia,Bern,6283052.25231321
2003,Switzerland,66816.0388741154,6.25258124368698,CHE,High income,Europe & Central Asia,Bern,6252581.24368698
2002,Switzerland,67335.4192976923,6.12208814766952,CHE,High income,Europe & Central Asia,Bern,6122088.14766952
2001,Switzerland,67896.4342452847,6.39342094598314,CHE,High income,Europe & Central Asia,Bern,6393420.94598314
2000,Switzerland,67267.5168300031,6.23584925357553,CHE,High income,Europe & Central Asia,Bern,6235849.25357553
