year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city
2023,Senegal,4317.2263915953,0.665128001419217,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2022,Senegal,4227.73341842106,0.700103557267781,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2021,Senegal,4173.67741399619,0.709801660973283,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2020,Senegal,4018.04129277358,0.644121683087224,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2019,Senegal,4070.61227058594,0.674399351993485,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2018,Senegal,3998.28635303406,0.674554736190862,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2017,Senegal,3871.4514678592,0.65930201495289,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2016,Senegal,3710.05531589724,0.684837248888741,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2015,Senegal,3593.79477120389,0.631630982672839,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2014,Senegal,3484.01219749797,0.592286573400898,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2013,Senegal,3385.42590686562,0.571817252162867,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2012,Senegal,3405.10864460824,0.553187541109478,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2011,Senegal,3362.87940537332,0.577070718287212,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2010,Senegal,3403.56707165919,0.552209888192812,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2009,Senegal,3371.46166688616,0.534326995768716,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2008,Senegal,3359.70567090311,0.534784789291755,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2007,Senegal,3316.42037834774,0.528353291968357,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2006,Senegal,3301.03152414193,0.488187313947173,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2005,Senegal,3301.82076160815,0.511620695596945,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2004,Senegal,3240.3020166984,0.471641727947474,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2003,Senegal,3170.03494688479,0.423778137771453,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2002,Senegal,3075.23157503112,0.447353742241464,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2001,Senegal,3149.33113703503,0.441890299582628,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2000,Senegal,3093.28791602615,0.400250394752946,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1999,Senegal,3050.17800998696,0.415861370088873,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1998,Senegal,2938.69162551525,0.385932708067977,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1997,Senegal,2840.60808859832,0.352076453964805,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1996,Senegal,2822.46837323856,0.327682299817779,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1995,Senegal,2835.03272874496,0.311298435675633,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1994,Senegal,2757.86087513844,0.302223611613902,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1993,Senegal,2834.02797281318,0.303967658088908,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
1992,Senegal,2874.00297966311,0.319940453418328,SEN,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Dakar
2023,Serbia,25718.4299758377,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2022,Serbia,24612.2338992621,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2021,Serbia,23385.1999933237,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2020,Serbia,21459.7101552189,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2019,Serbia,21521.7017523971,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2018,Serbia,20435.7813425912,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2017,Serbia,19421.4626558157,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2016,Serbia,18872.3499153973,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2015,Serbia,18231.3559069113,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2014,Serbia,17906.2759654574,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2013,Serbia,18146.8278088908,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2012,Serbia,17977.5905316175,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2011,Serbia,17970.3663550592,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2010,Serbia,17825.3444650681,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2009,Serbia,17472.3545176357,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2008,Serbia,17967.0664646274,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2007,Serbia,17012.7333146121,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2006,Serbia,15713.2225374251,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2005,Serbia,15063.9641324825,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2004,Serbia,14181.5667047848,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2003,Serbia,13261.72185179,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2002,Serbia,12650.523038606,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2001,Serbia,11868.4653481303,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2000,Serbia,11095.9353583944,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1999,Serbia,10429.0491289069,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1998,Serbia,11587.8732710725,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1997,Serbia,10955.5952777754,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1996,Serbia,10025.9658853945,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1995,Serbia,9436.23580202373,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1994,Serbia,,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1993,Serbia,,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
1992,Serbia,,,SRB,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Belgrade
2023,Seychelles,29468.9512755913,10.330374959298,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2022,Seychelles,28540.7623221189,10.0310315487412,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2021,Seychelles,29979.8272686091,11.5315642064116,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2020,Seychelles,30056.1994300968,11.4267433121407,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2019,Seychelles,34346.0708923483,10.9562099871959,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2018,Seychelles,32841.4242467381,10.3832082842438,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2017,Seychelles,31595.6680570505,11.7744644887994,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2016,Seychelles,29905.1347389952,11.5075467114505,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2015,Seychelles,27032.2083880002,10.4721737548036,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2014,Seychelles,25379.4180707013,10.1653914775775,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2013,Seychelles,24770.6514591794,9.03623164237512,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2012,Seychelles,24919.955210328,10.1797220932471,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2011,Seychelles,24406.4129764105,9.01750894889125,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2010,Seychelles,21708.7554506566,10.2573242731425,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2009,Seychelles,21361.1307875284,11.7127540149832,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2008,Seychelles,21990.3685269705,10.638713832283,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2007,Seychelles,23117.8555224771,10.1795773405619,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2006,Seychelles,21341.8597526003,12.5283687943262,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2005,Seychelles,19917.1194534221,11.6500518960149,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2004,Seychelles,18356.4711447212,12.8632919066384,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2003,Seychelles,18825.2206936189,9.16635459827738,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2002,Seychelles,19777.7525249721,9.00708288045101,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2001,Seychelles,20147.4187656167,10.2571365237309,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2000,Seychelles,20633.6746950761,9.37865920548249,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1999,Seychelles,19969.3513746174,4.86506653401318,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1998,Seychelles,19991.2293154949,4.81825330390889,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1997,Seychelles,19895.1422188431,4.82158331069983,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1996,Seychelles,17942.1733036627,4.5958360050774,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1995,Seychelles,16552.4547815231,4.49511314140019,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1994,Seychelles,16716.5207188923,4.28677312849538,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1993,Seychelles,17596.8977617171,4.41919366669896,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
1992,Seychelles,16744.5080816034,4.49246074926162,SYC,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Victoria
2023,Sierra Leone,3034.21894320278,0.127049048568219,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2022,Sierra Leone,2934.03013453843,0.133251868746003,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2021,Sierra Leone,2848.70597712579,0.131210898324587,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2020,Sierra Leone,2751.96665549303,0.131487187834832,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2019,Sierra Leone,2851.97923261248,0.129177594748882,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2018,Sierra Leone,2766.7170000408,0.134898603665096,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2017,Sierra Leone,2737.36270555146,0.138942736972712,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2016,Sierra Leone,2702.02692956984,0.145656103372393,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2015,Sierra Leone,2601.30528783264,0.144138921274203,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2014,Sierra Leone,3348.44543325415,0.175950008616446,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2013,Sierra Leone,3279.86750707557,0.169182509933273,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2012,Sierra Leone,2776.25374268616,0.150524798964446,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2011,Sierra Leone,2471.7184941981,0.137022954006348,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2010,Sierra Leone,2393.24415417416,0.114580229783982,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2009,Sierra Leone,2306.19721946458,0.108031413989523,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2008,Sierra Leone,2295.48367838943,0.110115455826416,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2007,Sierra Leone,2232.18485742154,0.115839141524123,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2006,Sierra Leone,2113.18856511777,0.127567665979313,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2005,Sierra Leone,2071.60866516476,0.10324059129231,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2004,Sierra Leone,2039.2991175042,0.114307757486066,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2003,Sierra Leone,1981.06818287026,0.118276751761935,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2002,Sierra Leone,1884.5352112482,0.116022838476215,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2001,Sierra Leone,1577.9323268475,0.11639315057634,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2000,Sierra Leone,1787.3387028827,0.0982455283703743,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1999,Sierra Leone,1716.82034391612,0.155695531517403,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1998,Sierra Leone,1760.56238494251,0.152288813336794,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1997,Sierra Leone,1746.7937509862,0.14622508883997,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1996,Sierra Leone,1879.95363344701,0.151957153845604,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1995,Sierra Leone,1856.40631183351,0.135170089627652,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
